Wires computation for maximum sag hypothesis
- Project file ...................................: F:/seguridad_rural/Tendidos/pwl_tendidos.sqlite
- Electric pylons connection .....................: EP_42_EP_43
- Number of wire groups to compute ...............: 4
- Processing parameters:
  - Process only enabled connections .............: True
  - Process only enabled wires groups ............: True
  - Powerline voltage (kv) .......................: 132.0
  - Wire type ....................................: 242-AL1/39-ST1A
  - Wire section (mm2) ...........................: 281.1
  - Wire elastic modulus (daN/mm2) ...............: 7500.0
  - Wire coef linear thermal expansion (ºC-1) ....: 0.000018900
  - Wire weight (daN/m) ..........................: 0.977
  - Wire diameter (mm) ...........................: 21.8
  - Wire breaking coefficient (daN) ..............: 8450.0
  - Wire maximum distance from axis (m) ..........: 8.0
  - Maximum vertical distance between wires (m) ..: 18.0
  - Minimum safety ground distance (m) ...........: 10.0
  - Safety ground distance (m) ...................: 10.0
  - Digital terrain model file name ..............: F:/seguridad_rural/Tendidos/data/primera_cobertura_dtm.tif
- Region of interest .............................: POLYGON((567744.4965 4283216.3904,567980.1948 4282992.1921,567969.1674 4282980.5991,567733.4691 4283204.7974,567744.4965 4283216.3904))
- Minimum elevation from dtm .....................: 1059.619
- Maximum elevation from dtm .....................: 1071.359
- Maximum Sag ....................................: 13.269
- Catenary computed from Sag: height(x)=c*cosh((x-x_min)/c)+bias, x is the 2d distance to first point;
  - First point ..................................: ( 567738.9828, 4283210.5939, 1060.1061)
  - Last point ...................................: ( 567974.6811, 4282986.3956, 1067.2201)
  - Length (2d,m) ................................: 325.298
  - Delta H (m) ..................................: 7.114
  - Length (3d,m) ................................: 325.375
  - Azimuth (deg) ................................: 133.567581967186
    Iter      cSag   Error_sag
       1    1.1049     12.1638
       2    1.5626     11.7061
       3    1.9138     11.3549
       4    2.2098     11.0588
       5    2.4707     10.7980
       6    2.7065     10.5621
       7    2.9234     10.3452
       8    3.1253     10.1434
       9    3.3149      9.9537
      10    3.4943      9.7744
      11    3.6649      9.6038
      12    3.8279      9.4408
      13    3.9842      9.2845
      14    4.1347      9.1340
      15    4.2798      8.9888
      16    4.4202      8.8484
      17    4.5563      8.7123
      18    4.6885      8.5802
      19    4.8170      8.4517
      20    4.9422      8.3265
      21    5.0643      8.2044
      22    5.1835      8.0851
      23    5.3001      7.9686
      24    5.4141      7.8545
      25    5.5258      7.7428
      26    5.6353      7.6333
      27    5.7427      7.5259
      28    5.8482      7.4205
      29    5.9518      7.3169
      30    6.0536      7.2151
      31    6.1537      7.1150
      32    6.2522      7.0164
      33    6.3493      6.9194
      34    6.4448      6.8239
      35    6.5390      6.7297
      36    6.6318      6.6369
      37    6.7233      6.5453
      38    6.8137      6.4550
      39    6.9028      6.3659
      40    6.9908      6.2779
      41    7.0777      6.1909
      42    7.1636      6.1051
      43    7.2485      6.0202
      44    7.3324      5.9363
      45    7.4153      5.8534
      46    7.4973      5.7714
      47    7.5784      5.6902
      48    7.6587      5.6100
      49    7.7382      5.5305
      50    7.8168      5.4519
      51    7.8947      5.3740
      52    7.9718      5.2969
      53    8.0482      5.2205
      54    8.1238      5.1449
      55    8.1988      5.0699
      56    8.2731      4.9956
      57    8.3467      4.9220
      58    8.4197      4.8490
      59    8.4921      4.7766
      60    8.5638      4.7049
      61    8.6350      4.6337
      62    8.7056      4.5631
      63    8.7756      4.4931
      64    8.8451      4.4236
      65    8.9140      4.3547
      66    8.9824      4.2863
      67    9.0503      4.2184
      68    9.1177      4.1510
      69    9.1846      4.0841
      70    9.2510      4.0177
      71    9.3169      3.9518
      72    9.3824      3.8863
      73    9.4474      3.8213
      74    9.5120      3.7567
      75    9.5762      3.6925
      76    9.6399      3.6288
      77    9.7032      3.5655
