Determination of hazard areas report
- Project file .........................: X:/EjemplosLidarEiffage/zamora/ModelManagementTools/uav_lidar/pwl_zamora_uav_lidar.sqlite
- Electric pylons connection ...........: ElectricPylon_4_ElectricPylon_5
- Number of wire groups ................: 4
- Processing parameters:
  - Process only enabled ...............: True
  - Minimum area size ..................: 0.500
  - Buffer area size ...................: 50.000
  - Connection distance ................: 1
  - Maximum number of connected cells ..:100
  - DTM raster file ....................: X:/EjemplosLidarEiffage/zamora/proceso_lidar/zamora_dtm.tif
  - Wind deviation using maximum sag ...: False
  - Maximum wind deviation (no if sag) .: 5.000
  - Minimum distance by fall ...........: 1.000
  - Minimum free height ................: 10.000
  - Minimum slope distance .............: 5.000
  - Point classes to ignore ............: 7,8,9,10,11,12
  - Catenary threshold .................: 0.400
- Region of interest ..........: POLYGON((300407.0643 4628772.5532,300721.1526 4628932.1840,300766.4604 4628843.0368,300452.3721 4628683.4060,300407.0643 4628772.5532))
- Number of points in region ..: 441389
- Number of points to ignore: 
  - First electric pylon ......: 30252
  - Second electric pylon .....: 19960
  - Electric pylons connection : 0
  - Wires groups ..............: 59024
- Hazard areas groups:  69
                                            Statistics distances                            Statistics fall distances                       Statistics free heights
   N.Cells         Objects Ids   Count      Mean   Minimum   Maximum       Std   Count      Mean   Minimum   Maximum       Std   Count      Mean   Minimum   Maximum       Std  WktGeometry
        90                  28      89      8.95      8.01      9.91      0.54       5      5.82      5.00      5.99      0.13      14      7.88      6.47      9.53      0.94  MULTIPOLYGON (((300445.5 4628721.5,300445.5 4628722.0,300445.5 4628722.5,300446.0 4628722.5,300446.5 4628722.5,300447.0 4628722.5,300447 4628723,300447.0 4628723.5,300447.5 4628723.5,300447.5 4628724.0,300448 4628724,300448.0 4628724.5,300448 4628725,300448.5 4628725.0,300448.5 4628725.5,300449.0 4628725.5,300449.5 4628725.5,300449.5 4628725.0,300450 4628725,300450.5 4628725.0,300451 4628725,300451.0 4628725.5,300451.5 4628725.5,300452.0 4628725.5,300452 4628725,300452.0 4628724.5,300452 4628724,300452.0 4628723.5,300452.5 4628723.5,300452.5 4628723.0,300453 4628723,300453.0 4628722.5,300452.5 4628722.5,300452.0 4628722.5,300452 4628722,300451.5 4628722.0,300451 4628722,300451.0 4628721.5,300450.5 4628721.5,300450.0 4628721.5,300450 4628721,300449.5 4628721.0,300449 4628721,300449.0 4628720.5,300448.5 4628720.5,300448.0 4628720.5,300448 4628720,300447.5 4628720.0,300447.5 4628720.5,300447.0 4628720.5,300447 4628721,300446.5 4628721.0,300446 4628721,300446.0 4628721.5,300445.5 4628721.5)),((300453 4628723,300453.0 4628723.5,300453.5 4628723.5,300453.5 4628723.0,300453 4628723)))
         1                  28       1      9.79      ----      ----      ----       0      ----      ----      ----      ----       0      ----      ----      ----      ----  POLYGON ((300473.5 4628733.5,300473.5 4628734.0,300474 4628734,300474.0 4628733.5,300473.5 4628733.5))
        28                  28      28      8.85      7.64      9.81      0.56       0      ----      ----      ----      ----       0      ----      ----      ----      ----  POLYGON ((300482 4628740,300482.0 4628740.5,300482.5 4628740.5,300482.5 4628741.0,300483 4628741,300483.5 4628741.0,300483.5 4628740.5,300484.0 4628740.5,300484.5 4628740.5,300485.0 4628740.5,300485 4628740,300485.5 4628740.0,300486 4628740,300486.5 4628740.0,300486.5 4628739.5,300486.0 4628739.5,300485.5 4628739.5,300485.5 4628739.0,300485 4628739,300484.5 4628739.0,300484.5 4628738.5,300484.0 4628738.5,300483.5 4628738.5,300483.5 4628738.0,300483 4628738,300482.5 4628738.0,300482.5 4628738.5,300482.5 4628739.0,300482.5 4628739.5,300482.5 4628740.0,300482 4628740))
        91                  27      87      9.09      8.21      9.98      0.43       9      5.78      5.00      5.96      0.19      12      8.19      6.94      9.97      1.23  MULTIPOLYGON (((300485.5 4628771.5,300485.5 4628772.0,300485.5 4628772.5,300486.0 4628772.5,300486.5 4628772.5,300486.5 4628773.0,300487 4628773,300487.0 4628773.5,300487.5 4628773.5,300487.5 4628774.0,300488 4628774,300488.0 4628774.5,300488.5 4628774.5,300489.0 4628774.5,300489 4628775,300489.5 4628775.0,300489.5 4628774.5,300490.0 4628774.5,300490.5 4628774.5,300490.5 4628774.0,300491 4628774,300491.0 4628773.5,300491.5 4628773.5,300492.0 4628773.5,300492 4628773,300492.5 4628773.0,300492.5 4628772.5,300492.5 4628772.0,300492.5 4628771.5,300492.5 4628771.0,300492.5 4628770.5,300492.0 4628770.5,300491.5 4628770.5,300491.0 4628770.5,300490.5 4628770.5,300490.0 4628770.5,300490 4628770,300490.0 4628769.5,300489.5 4628769.5,300489.5 4628770.0,300489 4628770,300489.0 4628770.5,300488.5 4628770.5,300488.5 4628771.0,300488 4628771,300488.0 4628770.5,300487.5 4628770.5,300487.0 4628770.5,300486.5 4628770.5,300486.5 4628771.0,300486 4628771,300486.0 4628771.5,300485.5 4628771.5)),((300490.5 4628774.5,300490.5 4628775.0,300491 4628775,300491.0 4628774.5,300490.5 4628774.5)))
        30                  27      30      9.42      8.34      9.99      0.44       0      ----      ----      ----      ----       0      ----      ----      ----      ----  POLYGON ((300498.5 4628778.0,300498.5 4628778.5,300498.5 4628779.0,300498.5 4628779.5,300499.0 4628779.5,300499.5 4628779.5,300499.5 4628780.0,300500 4628780,300500.5 4628780.0,300501 4628780,300501.0 4628780.5,300501.5 4628780.5,300502.0 4628780.5,300502 4628780,300501.5 4628780.0,300501.5 4628779.5,300502.0 4628779.5,300502 4628779,300502.0 4628778.5,300502 4628778,300501.5 4628778.0,300501 4628778,300501.0 4628777.5,300500.5 4628777.5,300500.0 4628777.5,300500 4628778,300499.5 4628778.0,300499.5 4628777.5,300499.0 4628777.5,300499 4628778,300498.5 4628778.0))
        43                  27      43      9.55      8.74      9.98      0.32       2      5.93      5.00      5.99      0.08       0      ----      ----      ----      ----  MULTIPOLYGON (((300506.5 4628781.0,300506.5 4628781.5,300506.5 4628782.0,300507 4628782,300507.0 4628782.5,300506.5 4628782.5,300506.5 4628783.0,300506.5 4628783.5,300506.5 4628784.0,300507 4628784,300507.0 4628783.5,300507.5 4628783.5,300507.5 4628784.0,300507.5 4628784.5,300508.0 4628784.5,300508.5 4628784.5,300509.0 4628784.5,300509 4628785,300509.5 4628785.0,300509.5 4628784.5,300509.5 4628784.0,300509.5 4628783.5,300510.0 4628783.5,300510 4628783,300509.5 4628783.0,300509.5 4628782.5,300510.0 4628782.5,300510.5 4628782.5,300510.5 4628782.0,300510.5 4628781.5,300510.0 4628781.5,300509.5 4628781.5,300509.5 4628782.0,300509 4628782,300508.5 4628782.0,300508 4628782,300508.0 4628781.5,300507.5 4628781.5,300507.5 4628781.0,300507 4628781,300506.5 4628781.0)),((300510.0 4628783.5,300510 4628784,300510.0 4628784.5,300510.5 4628784.5,300510.5 4628784.0,300511 4628784,300511.5 4628784.0,300511.5 4628783.5,300511.5 4628783.0,300511 4628783,300510.5 4628783.0,300510.5 4628783.5,300510.0 4628783.5)))
        61                  28      61      7.14      5.53      8.36      0.64      47      3.37      1.00      5.64      0.99       0      ----      ----      ----      ----  POLYGON ((300511.0 4628752.5,300511 4628753,300511.0 4628753.5,300511.5 4628753.5,300512.0 4628753.5,300512 4628754,300512.0 4628754.5,300512 4628755,300512.0 4628755.5,300512.5 4628755.5,300512.5 4628756.0,300513 4628756,300513.0 4628756.5,300513.5 4628756.5,300514.0 4628756.5,300514 4628757,300514.5 4628757.0,300515 4628757,300515.5 4628757.0,300516 4628757,300516.0 4628757.5,300516.5 4628757.5,300516.5 4628757.0,300517 4628757,300517.5 4628757.0,300517.5 4628756.5,300517.5 4628756.0,300517.5 4628755.5,300517.0 4628755.5,300517 4628755,300516.5 4628755.0,300516 4628755,300516.0 4628754.5,300515.5 4628754.5,300515.0 4628754.5,300515 4628754,300514.5 4628754.0,300514 4628754,300514.0 4628753.5,300513.5 4628753.5,300513.0 4628753.5,300513 4628753,300512.5 4628753.0,300512 4628753,300512.0 4628752.5,300511.5 4628752.5,300511.0 4628752.5))
        10                  27      10      9.71      9.41      9.97      0.16       0      ----      ----      ----      ----       0      ----      ----      ----      ----  MULTIPOLYGON (((300515 4628787,300515.0 4628787.5,300515.5 4628787.5,300516.0 4628787.5,300516.5 4628787.5,300517.0 4628787.5,300517 4628787,300516.5 4628787.0,300516.5 4628786.5,300516.0 4628786.5,300515.5 4628786.5,300515.5 4628787.0,300515 4628787)),((300516.0 4628785.5,300516 4628786,300516.5 4628786.0,300516.5 4628785.5,300516.0 4628785.5)),((300516.5 4628786.0,300516.5 4628786.5,300517.0 4628786.5,300517 4628787,300517.5 4628787.0,300517.5 4628786.5,300517.5 4628786.0,300517 4628786,300516.5 4628786.0)))
        39                  28      39      7.55      6.43      8.80      0.59      24      4.14      2.00      5.88      1.06       0      ----      ----      ----      ----  POLYGON ((300520.5 4628758.0,300520.5 4628758.5,300521.0 4628758.5,300521 4628759,300521.0 4628759.5,300521.5 4628759.5,300521.5 4628760.0,300522 4628760,300522.0 4628760.5,300522.5 4628760.5,300522.5 4628761.0,300523 4628761,300523.5 4628761.0,300524 4628761,300524.5 4628761.0,300524.5 4628760.5,300525.0 4628760.5,300525 4628760,300525.5 4628760.0,300525.5 4628759.5,300525.0 4628759.5,300525 4628759,300524.5 4628759.0,300524 4628759,300524.0 4628758.5,300523.5 4628758.5,300523.0 4628758.5,300523 4628758,300522.5 4628758.0,300522 4628758,300522.0 4628757.5,300521.5 4628757.5,300521.0 4628757.5,300521 4628758,300520.5 4628758.0))
        18                  27      18      9.57      9.09      9.98      0.26       2      5.92      5.00      5.99      0.11       0      ----      ----      ----      ----  POLYGON ((300527.5 4628793.0,300527.5 4628793.5,300527.5 4628794.0,300528 4628794,300528.0 4628794.5,300528 4628795,300528.5 4628795.0,300528.5 4628795.5,300529.0 4628795.5,300529.5 4628795.5,300530.0 4628795.5,300530.5 4628795.5,300530.5 4628795.0,300530 4628795,300530.0 4628794.5,300529.5 4628794.5,300529.5 4628794.0,300529.5 4628793.5,300529.0 4628793.5,300529 4628793,300528.5 4628793.0,300528 4628793,300527.5 4628793.0))
