Determination of hazard areas report
- Project file .........................: X:/EjemplosLidarEiffage/zamora/ModelManagementTools/uav_lidar/pwl_zamora_uav_lidar.sqlite
- Electric pylons connection ...........: ElectricPylon_2_ElectricPylon_3
- Number of wire groups ................: 4
- Processing parameters:
  - Process only enabled ...............: True
  - Minimum area size ..................: 0.500
  - Buffer area size ...................: 50.000
  - Connection distance ................: 1
  - Maximum number of connected cells ..:100
  - DTM raster file ....................: X:/EjemplosLidarEiffage/zamora/proceso_lidar/zamora_dtm.tif
  - Wind deviation using maximum sag ...: False
  - Maximum wind deviation (no if sag) .: 5.000
  - Minimum distance by fall ...........: 1.000
  - Minimum free height ................: 10.000
  - Minimum slope distance .............: 5.000
  - Point classes to ignore ............: 7,8,9,10,11,12
  - Catenary threshold .................: 0.400
- Region of interest ..........: POLYGON((299773.0584 4628451.9455,300087.2761 4628610.8650,300132.4083 4628521.6290,299818.1906 4628362.7095,299773.0584 4628451.9455))
- Number of points in region ..: 290969
- Number of points to ignore: 
  - First electric pylon ......: 23955
  - Second electric pylon .....: 13522
  - Electric pylons connection : 0
  - Wires groups ..............: 74999
- Hazard areas groups:  75
                                            Statistics distances                            Statistics fall distances                       Statistics free heights
   N.Cells         Objects Ids   Count      Mean   Minimum   Maximum       Std   Count      Mean   Minimum   Maximum       Std   Count      Mean   Minimum   Maximum       Std  WktGeometry
         1                  19       1      9.88      ----      ----      ----       0      ----      ----      ----      ----       0      ----      ----      ----      ----  POLYGON ((299808.5 4628397.0,299808.5 4628397.5,299809.0 4628397.5,299809 4628397,299808.5 4628397.0))
        23                  19      23      9.41      8.92      9.99      0.34       1      5.89      ----      ----      ----       0      ----      ----      ----      ----  POLYGON ((299810.0 4628397.5,299810 4628398,299810.0 4628398.5,299810 4628399,299810.5 4628399.0,299810.5 4628399.5,299810.5 4628400.0,299811 4628400,299811.0 4628400.5,299811.5 4628400.5,299812.0 4628400.5,299812 4628401,299812.5 4628401.0,299812.5 4628400.5,299813.0 4628400.5,299813 4628400,299813.0 4628399.5,299812.5 4628399.5,299812.5 4628399.0,299812.5 4628398.5,299812.0 4628398.5,299811.5 4628398.5,299811.5 4628398.0,299811 4628398,299810.5 4628398.0,299810.5 4628397.5,299810.0 4628397.5))
        33                  19      33      9.56      8.96      9.97      0.27       0      ----      ----      ----      ----       0      ----      ----      ----      ----  POLYGON ((299835.5 4628412.0,299835.5 4628412.5,299835.5 4628413.0,299836 4628413,299836.5 4628413.0,299836.5 4628413.5,299837.0 4628413.5,299837.5 4628413.5,299837.5 4628413.0,299838 4628413,299838.0 4628413.5,299838 4628414,299838.5 4628414.0,299839 4628414,299839.5 4628414.0,299840 4628414,299840.5 4628414.0,299841 4628414,299841.0 4628413.5,299841.5 4628413.5,299841.5 4628413.0,299841 4628413,299840.5 4628413.0,299840 4628413,299839.5 4628413.0,299839.5 4628412.5,299839.0 4628412.5,299838.5 4628412.5,299838.5 4628412.0,299838 4628412,299838.0 4628411.5,299837.5 4628411.5,299837.0 4628411.5,299836.5 4628411.5,299836.0 4628411.5,299836 4628412,299835.5 4628412.0))
        28                  20      13      9.92      9.81      9.99      0.06       0      ----      ----      ----      ----      20      9.26      8.67      9.95      0.47  POLYGON ((299860 4628452,299860.0 4628452.5,299860.5 4628452.5,299861.0 4628452.5,299861 4628453,299861.0 4628453.5,299861 4628454,299861.5 4628454.0,299861.5 4628454.5,299862.0 4628454.5,299862.5 4628454.5,299863.0 4628454.5,299863 4628454,299863.5 4628454.0,299864 4628454,299864.0 4628454.5,299864.5 4628454.5,299865.0 4628454.5,299865 4628454,299865.0 4628453.5,299864.5 4628453.5,299864.0 4628453.5,299864 4628453,299863.5 4628453.0,299863 4628453,299863.0 4628452.5,299862.5 4628452.5,299862.5 4628452.0,299862 4628452,299861.5 4628452.0,299861 4628452,299861.0 4628451.5,299860.5 4628451.5,299860.5 4628452.0,299860 4628452),(299863 4628454,299862.5 4628454.0,299862.5 4628453.5,299863.0 4628453.5,299863 4628454))
       109                  20     108      9.49      8.99     10.00      0.27       0      ----      ----      ----      ----      38      8.43      7.98      9.90      0.39  MULTIPOLYGON (((299864 4628455,299864.0 4628455.5,299864.5 4628455.5,299864.5 4628456.0,299865 4628456,299865.0 4628455.5,299865 4628455,299864.5 4628455.0,299864 4628455)),((299865 4628456,299865.0 4628456.5,299865 4628457,299865.5 4628457.0,299865.5 4628457.5,299866.0 4628457.5,299866 4628458,299866.0 4628458.5,299866.5 4628458.5,299866.5 4628459.0,299867 4628459,299867.0 4628459.5,299867.5 4628459.5,299868.0 4628459.5,299868 4628460,299868.5 4628460.0,299869 4628460,299869.0 4628460.5,299869.5 4628460.5,299869.5 4628460.0,299870 4628460,299870.0 4628460.5,299870.5 4628460.5,299870.5 4628460.0,299870.5 4628459.5,299870.5 4628459.0,299870.5 4628458.5,299870.5 4628458.0,299871 4628458,299871.0 4628457.5,299871 4628457,299871.0 4628456.5,299871 4628456,299871.0 4628455.5,299871 4628455,299870.5 4628455.0,299870 4628455,299870.0 4628454.5,299869.5 4628454.5,299869.0 4628454.5,299869 4628454,299868.5 4628454.0,299868.5 4628454.5,299868.0 4628454.5,299867.5 4628454.5,299867.0 4628454.5,299866.5 4628454.5,299866.5 4628455.0,299866 4628455,299865.5 4628455.0,299865.5 4628455.5,299865.5 4628456.0,299865 4628456)))
        22                  20      22      9.59      9.03      9.91      0.25       0      ----      ----      ----      ----      13      8.58      8.22      8.97      0.25  MULTIPOLYGON (((299870.5 4628459.0,299870.5 4628459.5,299870.5 4628460.0,299870.5 4628460.5,299871.0 4628460.5,299871.5 4628460.5,299871.5 4628460.0,299871.5 4628459.5,299871.5 4628459.0,299871 4628459,299870.5 4628459.0)),((299871.0 4628455.5,299871 4628456,299871.0 4628456.5,299871 4628457,299871.0 4628457.5,299871 4628458,299871.5 4628458.0,299871.5 4628458.5,299871.5 4628459.0,299872 4628459,299872.0 4628458.5,299872.5 4628458.5,299872.5 4628458.0,299872.5 4628457.5,299872.5 4628457.0,299872.5 4628456.5,299872.0 4628456.5,299872 4628456,299871.5 4628456.0,299871.5 4628455.5,299871.0 4628455.5)),((299871.5 4628460.5,299871.5 4628461.0,299872 4628461,299872.0 4628460.5,299871.5 4628460.5)))
        24                  19      24      9.22      8.72      9.80      0.29       0      ----      ----      ----      ----       0      ----      ----      ----      ----  POLYGON ((299887.5 4628437.0,299887.5 4628437.5,299887.5 4628438.0,299887.5 4628438.5,299887.5 4628439.0,299888 4628439,299888.0 4628439.5,299888.5 4628439.5,299889.0 4628439.5,299889.5 4628439.5,299890.0 4628439.5,299890 4628440,299890.5 4628440.0,299890.5 4628439.5,299890.5 4628439.0,299890.5 4628438.5,299890.5 4628438.0,299890 4628438,299889.5 4628438.0,299889.5 4628437.5,299889.0 4628437.5,299888.5 4628437.5,299888.5 4628437.0,299888 4628437,299887.5 4628437.0))
       106                  20     103      9.14      8.27     10.00      0.43       0      ----      ----      ----      ----      23      7.93      6.77      9.96      0.84  MULTIPOLYGON (((299887.5 4628467.5,299887.5 4628468.0,299887.5 4628468.5,299887.5 4628469.0,299887.5 4628469.5,299888.0 4628469.5,299888.5 4628469.5,299888.5 4628470.0,299889 4628470,299889.0 4628470.5,299889.5 4628470.5,299890.0 4628470.5,299890 4628471,299890.5 4628471.0,299891 4628471,299891.0 4628471.5,299891.5 4628471.5,299892.0 4628471.5,299892.5 4628471.5,299892.5 4628472.0,299893 4628472,299893.5 4628472.0,299894 4628472,299894.0 4628471.5,299894 4628471,299894.0 4628470.5,299894.5 4628470.5,299894.5 4628470.0,299894.5 4628469.5,299894.0 4628469.5,299894 4628469,299894.0 4628468.5,299893.5 4628468.5,299893.5 4628468.0,299893 4628468,299893.0 4628467.5,299892.5 4628467.5,299892.5 4628467.0,299892 4628467,299891.5 4628467.0,299891.5 4628466.5,299891.0 4628466.5,299890.5 4628466.5,299890.0 4628466.5,299889.5 4628466.5,299889.0 4628466.5,299889 4628466,299888.5 4628466.0,299888 4628466,299888.0 4628466.5,299888.5 4628466.5,299888.5 4628467.0,299888 4628467,299888.0 4628467.5,299887.5 4628467.5),(299888.5 4628469.0,299888 4628469,299888.0 4628468.5,299888.5 4628468.5,299888.5 4628469.0)),((299893.5 4628467.5,299893.5 4628468.0,299894 4628468,299894.0 4628467.5,299893.5 4628467.5)))
         1                  20       0      ----      ----      ----      ----       0      ----      ----      ----      ----       1      9.72      ----      ----      ----  POLYGON ((299894.0 4628468.5,299894 4628469,299894.5 4628469.0,299894.5 4628468.5,299894.0 4628468.5))
         2                  20       2      9.39      9.29      9.49      0.14       0      ----      ----      ----      ----       0      ----      ----      ----      ----  POLYGON ((299894.0 4628470.5,299894 4628471,299894.0 4628471.5,299894.5 4628471.5,299894.5 4628471.0,299894.5 4628470.5,299894.0 4628470.5))
